section,subject,topic,question_count
PYQ,Radiology,Radiology - NEET PG 2023,9
PYQ,Radiology,Radiology - INI CET NOVEMBER 2022 (PART - A),5
PYQ,Radiology,Radiology - INI CET NOVEMBER 2022 (PART - B),3
PYQ,Radiology,Radiology - AIIMS JUNE 2020,4
PYQ,Radiology,Radiology - AIIMS MAY 2018,3
PYQ,Radiology,Radiology - AIIMS MAY 2019,5
PYQ,Radiology,Radiology - AIIMS NOV 2018,5
PYQ,Radiology,Radiology - AIIMS NOV 2019,3
PYQ,Radiology,Radiology - INI CET JULY 2021,5
PYQ,Radiology,Radiology - INI CET MAY 2022,1
PYQ,Radiology,Radiology - INI CET NOV 2020,14
PYQ,Radiology,Radiology - INI CET NOV 2021,5
PYQ,Radiology,Radiology - NEET PG 2019,15
PYQ,Radiology,Radiology - NEET PG 2018,10
PYQ,Radiology,Radiology - NEET PG 2020,14
PYQ,Radiology,Radiology - NEET PG 2021,9
PYQ,Radiology,Radiology - NEET PG 2022,4
PYQ,Radiology,Radiology - INI CET MAY 2023,4
PYQ,Radiology,Radiology - INI CET NOV 2023,3
PYQ,Radiology,Radiology - INICET MAY 2024,7
PYQ,Radiology,Radiology - NEET PG 2024,15
PYQ,Radiology,RADIOLOGY-(INICET NOV 2024),3
PYQ,Microbiology,Microbiology - AIIMS JUNE 2020,21
PYQ,Microbiology,Microbiology - AIIMS MAY 2019,14
PYQ,Microbiology,Microbiology - AIIMS MAY 2018,15
PYQ,Microbiology,Microbiology - AIIMS NOV 2018,9
PYQ,Microbiology,Microbiology - AIIMS NOV 2019,12
PYQ,Microbiology,Microbiology - INI CET JULY 2021,14
PYQ,Microbiology,Microbiology - INI CET MAY 2022,9
PYQ,Microbiology,Microbiology - INI CET NOV 2020,12
PYQ,Microbiology,Microbiology - NEET PG 2018,11
PYQ,Microbiology,Microbiology - NEET PG 2019,25
PYQ,Microbiology,Microbiology - NEET PG 2020,19
PYQ,Microbiology,Microbiology - NEET PG 2021,14
PYQ,Microbiology,Microbiology - NEET PG 2022,17
PYQ,Microbiology,Microbiology - INI CET NOV 2021,11
PYQ,Microbiology,Microbiology - INI CET NOV 2022 (PART A),12
PYQ,Microbiology,Microbiology - INI CET NOV 2022 (PART B),11
PYQ,Microbiology,Microbiology - NEET PG 2023,4
PYQ,Microbiology,Microbiology - INI CET MAY 2023,8
PYQ,Microbiology,Microbiology - INI CET NOV 2023,18
PYQ,Microbiology,Microbiology - INICET MAY 2024,13
PYQ,Microbiology,Microbiology - NEET PG 2024,25
PYQ,Microbiology,MICROBIOLOGY-(INICET NOV 2024),15
PYQ,Biochemistry,Biochemistry - INI CET 2020,14
PYQ,Biochemistry,Biochemistry - INI CET NOV 2022,20
PYQ,Biochemistry,Biochemistry - NEET PG 2023,15
PYQ,Biochemistry,Biochemistry - AIIMS JUNE 2O20,11
PYQ,Biochemistry,Biochemistry - AIIMS MAY 2O19,14
PYQ,Biochemistry,Biochemistry - AIIMS NOV 2019,11
PYQ,Biochemistry,Biochemistry - INI CET 2020,14
PYQ,Biochemistry,Biochemistry - INI CET JULY 2021,16
PYQ,Biochemistry,Biochemistry - INI CET MAY 2022,12
PYQ,Biochemistry,Biochemistry - INI CET MAY 2023,10
PYQ,Biochemistry,Biochemistry - INI CET NOV 2021,11
PYQ,Biochemistry,Biochemistry - INI CET NOV 2022,20
PYQ,Biochemistry,Biochemistry - NEET PG 2019,24
PYQ,Biochemistry,Biochemistry - NEET PG 2020,17
PYQ,Biochemistry,Biochemistry - NEET PG 2021,14
PYQ,Biochemistry,Biochemistry - NEET PG 2022,19
PYQ,Biochemistry,Biochemistry- INI CET NOV 2023,8
PYQ,Biochemistry,Biochemistry - NEET PG 2018,12
PYQ,Biochemistry,Biochemistry - AIIMS NOV 2018,7
PYQ,Biochemistry,Biochemistry - INICET MAY 2024,12
PYQ,Biochemistry,Biochemistry - NEET PG 2024,20
PYQ,Biochemistry,BIOCHEMISTRY-(INICET NOV 2024),6
PYQ,Ophthalmology,Ophthalmology - INI CET NOVEMBER 2022 (PART - A),6
PYQ,Ophthalmology,Ophthalmology - INI CET NOVEMBER 2022 (PART - B),6
PYQ,Ophthalmology,Ophthalmology - NEET PG 2023,10
PYQ,Ophthalmology,Ophthalmology - AIIMS JUNE 2020,6
PYQ,Ophthalmology,Ophthalmology - AIIMS MAY 2018,12
PYQ,Ophthalmology,Ophthalmology - AIIMS MAY 2019,7
PYQ,Ophthalmology,Ophthalmology - AIIMS NOV 2018,7
PYQ,Ophthalmology,Ophthalmology - AIIMS NOV 2019,8
PYQ,Ophthalmology,Ophthalmology - INI CET JULY 2021,7
PYQ,Ophthalmology,Ophthalmology - INI CET MAY 2022,5
PYQ,Ophthalmology,Ophthalmology - INI CET NOV 2020,4
PYQ,Ophthalmology,Ophthalmology - INI CET NOV 2021,8
PYQ,Ophthalmology,Ophthalmology - NEET PG 2018,12
PYQ,Ophthalmology,Ophthalmology - NEET PG 2019,12
PYQ,Ophthalmology,Ophthalmology - NEET PG 2020,13
PYQ,Ophthalmology,Ophthalmology - NEET PG 2021,10
PYQ,Ophthalmology,Ophthalmology - NEET PG 2022,5
PYQ,Ophthalmology,Ophthalmology - INI CET MAY 2023,4
PYQ,Ophthalmology,Ophthalmology - INI CET NOV 2023,6
PYQ,Ophthalmology,Ophthalmology - INICET MAY 2024,11
PYQ,Ophthalmology,Ophthalmology - NEET PG 2024,14
PYQ,Ophthalmology,OPHTHALMOLOGY-(INICET NOV 2024),11
PYQ,Anatomy,Anatomy - INI CET NOVEMBER 2022 (PART - A),7
PYQ,Anatomy,Anatomy - INI CET NOVEMBER 2022 (PART - B),15
PYQ,Anatomy,Anatomy - NEET PG 2023,10
PYQ,Anatomy,Anatomy - AIIMS JUNE 2020,15
PYQ,Anatomy,Anatomy - AIIMS MAY 2018,13
PYQ,Anatomy,Anatomy - AIIMS MAY 2019,11
PYQ,Anatomy,Anatomy - AIIMS NOV 2018,30
PYQ,Anatomy,Anatomy - AIIMS NOV 2019,13
PYQ,Anatomy,Anatomy - INI CET 2020,11
PYQ,Anatomy,Anatomy - INI CET JULY 2021,6
PYQ,Anatomy,Anatomy - INI CET NOV 2021,14
PYQ,Anatomy,Anatomy - INI CET MAY 2022,8
PYQ,Anatomy,Anatomy - NEET PG 2018,12
PYQ,Anatomy,Anatomy - NEET PG 2019,20
PYQ,Anatomy,Anatomy - NEET PG 2020,17
PYQ,Anatomy,Anatomy - NEET PG 2021,7
PYQ,Anatomy,Anatomy - NEET PG 2022,3
PYQ,Anatomy,Anatomy - INI CET MAY 2023,5
PYQ,Anatomy,Anatomy - INI CET NOV 2023,17
PYQ,Anatomy,Anatomy - INICET MAY 2024,11
PYQ,Anatomy,Anatomy - NEET PG 2024,10
PYQ,Anatomy,ANATOMY-(INICET NOV 2024),11
PYQ,Pharmacology,Pharmacology - NEET PG 2023,6
PYQ,Pharmacology,Pharmacology - INI CET NOVEMBER 2022 (PART - A),15
PYQ,Pharmacology,Pharmacology - INI CET NOVEMBER 2022 (PART - B),22
PYQ,Pharmacology,Pharmacology - AIIMS JUNE 2020,22
PYQ,Pharmacology,Pharmacology - AIIMS MAY 2018,27
PYQ,Pharmacology,Pharmacology - AIIMS MAY 2019,11
PYQ,Pharmacology,Pharmacology - AIIMS NOV 2018,24
PYQ,Pharmacology,Pharmacology - AIIMS NOV 2019,17
PYQ,Pharmacology,Pharmacology - INI CET MAY 2022,15
PYQ,Pharmacology,Pharmacology - INI CET NOV 2020,15
PYQ,Pharmacology,Pharmacology - INI CET NOV 2021,22
PYQ,Pharmacology,Pharmacology - NEET PG 2018,22
PYQ,Pharmacology,Pharmacology - NEET PG 2019,29
PYQ,Pharmacology,Pharmacology - NEET PG 2020,19
PYQ,Pharmacology,Pharmacology - NEET PG 2021,21
PYQ,Pharmacology,Pharmacology - NEET PG 2022,18
PYQ,Pharmacology,Pharmacology - INI CET MAY 2023,13
PYQ,Pharmacology,Pharmacology - INI CET JULY 2021,22
PYQ,Pharmacology,Pharmacology - INI CET NOV 2023,19
PYQ,Pharmacology,Pharmacology - INICET MAY 2024,13
PYQ,Pharmacology,Pharmacology - NEET PG 2024,24
PYQ,Pharmacology,PHARMACOLOGY-(INICET NOV 2024),10
PYQ,Forensic Medicine,Forensic Medicine - INI CET NOVEMBER 2022 (PART - A),8
PYQ,Forensic Medicine,Forensic Medicine - INI CET NOVEMBER 2022 (PART - B),13
PYQ,Forensic Medicine,Forensic Medicine - NEET PG 2023,4
PYQ,Forensic Medicine,FM - AIIMS JUNE 2020,9
PYQ,Forensic Medicine,FM - AIIMS MAY 2018,9
PYQ,Forensic Medicine,FM - AIIMS MAY 2019,7
PYQ,Forensic Medicine,FM - AIIMS NOV 2018,10
PYQ,Forensic Medicine,FM - AIIMS NOV 2019,6
PYQ,Forensic Medicine,FM - INI CET JULY 2021,10
PYQ,Forensic Medicine,FM - INI CET MAY 2022,9
PYQ,Forensic Medicine,FM - INI CET NOV 2020,8
PYQ,Forensic Medicine,FM - INI CET NOV 2021,9
PYQ,Forensic Medicine,FM - NEET PG 2021,8
PYQ,Forensic Medicine,FM - NEET PG 2022,5
PYQ,Forensic Medicine,FM - NEET PG 2018,9
PYQ,Forensic Medicine,FM - NEET PG 2019,9
PYQ,Forensic Medicine,FM - NEET PG 2020,11
PYQ,Forensic Medicine,Forensic Medicine - INI CET MAY 2023,9
PYQ,Forensic Medicine,Forensic Medicine - INI CET NOV 2023,10
PYQ,Forensic Medicine,Forensic Medicine - INICET MAY 2024,6
PYQ,Forensic Medicine,Forensic Medicine - NEET PG 2024,17
PYQ,Forensic Medicine,FORENSIC MEDICINE-(INICET NOV 2024),5
PYQ,PSM,PSM - INI CET NOVEMBER 2022 (PART - A),8
PYQ,PSM,PSM - INI CET NOVEMBER 2022 (PART - B),14
PYQ,PSM,PSM - NEET PG 2023,8
PYQ,PSM,PSM - AIIMS JUNE 2020,16
PYQ,PSM,PSM - AIIMS MAY 2018,9
PYQ,PSM,PSM - AIIMS MAY 2019,14
PYQ,PSM,PSM - AIIMS NOV 2018,16
PYQ,PSM,PSM - AIIMS NOV 2019,24
PYQ,PSM,PSM - INI CET JULY 2021,11
PYQ,PSM,PSM - INI CET MAY 2022,17
PYQ,PSM,PSM - INI CET NOV 2020,8
PYQ,PSM,PSM - INI CET NOV 2021,12
PYQ,PSM,PSM - NEET PG 2019,25
PYQ,PSM,PSM - NEET PG 2020,18
PYQ,PSM,PSM - NEET PG 2021,15
PYQ,PSM,PSM - NEET PG 2018,20
PYQ,PSM,PSM - NEET PG 2022,12
PYQ,PSM,PSM - INI CET MAY 2023,8
PYQ,PSM,PSM - INI CET NOV 2023,7
PYQ,PSM,PSM - INICET MAY 2024,7
PYQ,PSM,PSM - NEET PG 2024,33
PYQ,PSM,PSM-(INICET NOV 2024),17
PYQ,Surgery,Surgery - AIIMS JUNE 2020,14
PYQ,Surgery,Surgery - AIIMS MAY 2018,16
PYQ,Surgery,Surgery - AIIMS MAY 2019,20
PYQ,Surgery,Surgery - AIIMS NOV 2018,13
PYQ,Surgery,Surgery - AIIMS NOV 2019,11
PYQ,Surgery,Surgery - INI CET JULY 2021,15
PYQ,Surgery,Surgery - INI CET MAY 2022,25
PYQ,Surgery,Surgery - INI CET NOV 2020,17
PYQ,Surgery,Surgery - INI CET NOV 2021,12
PYQ,Surgery,Surgery - NEET PG 2018,17
PYQ,Surgery,Surgery - NEET PG 2019,23
PYQ,Surgery,Surgery - NEET PG 2020,26
PYQ,Surgery,Surgery - NEET PG 2022,24
PYQ,Surgery,Surgery - INI CET NOV 2022 (Part -A),23
PYQ,Surgery,Surgery - INI CET NOV 2022 (Part -B),16
PYQ,Surgery,Surgery - NEET PG -2023,22
PYQ,Surgery,Surgery - INI CET MAY 2023,17
PYQ,Surgery,Surgery - INI CET NOV 2023,11
PYQ,Surgery,Surgery - NEET PG 2021,19
PYQ,Surgery,Surgery - INICET MAY 2024,16
PYQ,Surgery,Surgery - NEET PG 2024,37
PYQ,Surgery,SURGERY-(INICET NOV 2024),21
PYQ,Pathology,Pathology - AIIMS JUNE 2020,12
PYQ,Pathology,Pathology - AIIMS MAY 2018,16
PYQ,Pathology,Pathology - AIIMS MAY 2019,14
PYQ,Pathology,Pathology - AIIMS NOV 2018,19
PYQ,Pathology,Pathology - AIIMS NOV 2019,19
PYQ,Pathology,Pathology - INI CET NOV 2022 (PART B),17
PYQ,Pathology,Pathology - INI CET NOV 2022 (PART A),17
PYQ,Pathology,Pathology - INI CET JUL 2021,20
PYQ,Pathology,Pathology - INI CET MAY 2022,19
PYQ,Pathology,Pathology - INI CET NOV 2020,17
PYQ,Pathology,Pathology - INI CET NOV 2021,17
PYQ,Pathology,Pathology - NEET PG 2018,24
PYQ,Pathology,Pathology - NEET PG 2019,13
PYQ,Pathology,Pathology - NEET PG 2020,26
PYQ,Pathology,Pathology - NEET PG 2021,10
PYQ,Pathology,Pathology - NEET PG 2022,9
PYQ,Pathology,Pathology - NEET PG 2023,5
PYQ,Pathology,Pathology - INI CET MAY 2023,4
PYQ,Pathology,Pathology - INI CET NOV 2023,24
PYQ,Pathology,Pathology - INICET MAY 2024,17
PYQ,Pathology,Pathology - NEET PG 2024,33
PYQ,Pathology,PATHOLOGY-(INICET NOV 2024),18
PYQ,Orthopaedics,Orthopaedics - INI CET NOV 2022 (PART A),5
PYQ,Orthopaedics,Orthopaedics - INI CET NOV 2022 (PART B),3
PYQ,Orthopaedics,Orthopaedics - NEET PG 2023,5
PYQ,Orthopaedics,Orthopaedics - INI CET JULY 2021,8
PYQ,Orthopaedics,Orthopaedics - AIIMS JUNE 2020,10
PYQ,Orthopaedics,Orthopaedics - AIIMS MAY 2018,8
PYQ,Orthopaedics,Orthopaedics - AIIMS NOV 2018,8
PYQ,Orthopaedics,Orthopaedics - AIIMS MAY 2019,5
PYQ,Orthopaedics,Orthopaedics - AIIMS NOV 2019,8
PYQ,Orthopaedics,Orthopaedics - INI CET MAY 2022,2
PYQ,Orthopaedics,Orthopaedics - INI CET NOV 2020,5
PYQ,Orthopaedics,Orthopaedics - INI CET NOV 2021,8
PYQ,Orthopaedics,Orthopaedics - NEET PG 2018,13
PYQ,Orthopaedics,Orthopaedics - NEET PG 2019,12
PYQ,Orthopaedics,Orthopaedics - NEET PG 2020,2
PYQ,Orthopaedics,Orthopaedics - NEET PG 2021,4
PYQ,Orthopaedics,Orthopaedics - NEET PG 2022,3
PYQ,Orthopaedics,Orthopaedics - INI CET MAY 2023,5
PYQ,Orthopaedics,Orthopaedics - INI CET NOV 2023,7
PYQ,Orthopaedics,Orthopaedics - INICET MAY 2024,6
PYQ,Orthopaedics,Orthopaedics - NEET PG 2024,16
PYQ,Orthopaedics,ORTHOPEDICS-(INICET NOV 2024),5
PYQ,Physiology,Physiology - NEET PG 2023,11
PYQ,Physiology,Physiology - INI CET NOVEMBER 2022 (PART - A),14
PYQ,Physiology,Physiology - INI CET NOVEMBER 2022 (PART - B),4
PYQ,Physiology,Physiology - AIIMS JUNE 2020,11
PYQ,Physiology,Physiology - AIIMS MAY 2018,8
PYQ,Physiology,Physiology - AIIMS MAY 2019,14
PYQ,Physiology,Physiology - AIIMS NOV 2018,10
PYQ,Physiology,Physiology - AIIMS NOV 2019,5
PYQ,Physiology,Physiology - INI CET 2020,11
PYQ,Physiology,Physiology - INI CET JULY 2021,13
PYQ,Physiology,Physiology - INI CET MAY 2022,10
PYQ,Physiology,Physiology - INI CET NOV 2021,11
PYQ,Physiology,Physiology - NEET PG 2018,16
PYQ,Physiology,Physiology - NEET PG 2019,20
PYQ,Physiology,Physiology - NEET PG 2020,25
PYQ,Physiology,Physiology - NEET PG 2021,9
PYQ,Physiology,Physiology - NEET PG 2022,10
PYQ,Physiology,Physiology - INI CET NOV 2023,12
PYQ,Physiology,Physiology - INICET MAY 2024,11
PYQ,Physiology,Physiology - NEET PG 2024,16
PYQ,Physiology,PHYSIOLOGY-(INICET NOV 2024),10
PYQ,Pediatrics,Pediatrics - INI CET NOVEMBER 2022 (PART - A),9
PYQ,Pediatrics,Pediatrics - INI CET NOVEMBER 2022 (PART - B),9
PYQ,Pediatrics,Pediatrics - NEET PG 2023,14
PYQ,Pediatrics,Pediatrics - AIIMS JUNE 2020,8
PYQ,Pediatrics,Pediatrics - AIIMS MAY 2018,15
PYQ,Pediatrics,Pediatrics - AIIMS MAY 2019,7
PYQ,Pediatrics,Pediatrics - AIIMS NOV 2019,3
PYQ,Pediatrics,Pediatrics - AIIMS NOV 2018,7
PYQ,Pediatrics,Pediatrics - INI CET JULY 2021,9
PYQ,Pediatrics,Pediatrics - INI CET MAY 2022,7
PYQ,Pediatrics,Pediatrics - INI CET NOV 2020,5
PYQ,Pediatrics,Pediatrics - INI CET NOV 2021,7
PYQ,Pediatrics,Pediatrics - NEET PG 2018,6
PYQ,Pediatrics,Pediatrics - NEET PG 2019,8
PYQ,Pediatrics,Pediatrics - NEET PG 2021,7
PYQ,Pediatrics,Pediatrics - NEET PG 2020,10
PYQ,Pediatrics,Pediatrics - NEET PG 2022,5
PYQ,Pediatrics,Pediatrics - INI CET MAY 2023,8
PYQ,Pediatrics,Pediatrics - INI CET NOV 2023,11
PYQ,Pediatrics,Pediatrics - INICET MAY 2024,10
PYQ,Pediatrics,Pediatrics - NEET PG 2024,6
PYQ,Pediatrics,PEDIATRICS-(INICET NOV 2024),11
PYQ,Dermatology,Dermatology - AIIMS JUNE 2020,4
PYQ,Dermatology,Dermatology - AIIMS MAY 2019,9
PYQ,Dermatology,Dermatology - AIIMS NOV 2019,5
PYQ,Dermatology,Dermatology - INI CET JULY 2021,7
PYQ,Dermatology,Dermatology - INI CET MAY 2022,2
PYQ,Dermatology,Dermatology - INI CET NOV 2020,9
PYQ,Dermatology,Dermatology - INI CET NOV 2021,7
PYQ,Dermatology,Dermatology - INI CET NOV 2022 (PART A),2
PYQ,Dermatology,Dermatology - INI CET NOV 2022 (PART B),5
PYQ,Dermatology,Dermatology - NEET PG 2019,9
PYQ,Dermatology,Dermatology - NEET PG 2020,6
PYQ,Dermatology,Dermatology - NEET PG 2021,7
PYQ,Dermatology,Dermatology - NEET PG 2022,4
PYQ,Dermatology,Dermatology - NEET PG 2023,11
PYQ,Dermatology,Dermatology - AIIMS MAY 2018,1
PYQ,Dermatology,Dermatology - INI CET MAY 2023,4
PYQ,Dermatology,Dermatology - NEET PG 2018,11
PYQ,Dermatology,Dermatology - AIIMS NOV 2018,8
PYQ,Dermatology,Dermatology - INI CET NOV 2023,5
PYQ,Dermatology,Dermatology - INICET MAY 2024,4
PYQ,Dermatology,Dermatology - NEET PG 2024,12
PYQ,Dermatology,DERMATOLOGY-(INICET NOV 2024),5
PYQ,Medicine,Medicine - INI CET NOVEMBER 2022 (PART - A),18
PYQ,Medicine,Medicine - INI CET NOVEMBER 2022 (PART - B),19
PYQ,Medicine,Medicine - NEET PG 2023,21
PYQ,Medicine,Medicine - AIIMS JUNE 2020,11
PYQ,Medicine,Medicine - AIIMS MAY 2019,10
PYQ,Medicine,Medicine - AIIMS NOV 2018,17
PYQ,Medicine,Medicine - AIIMS NOV 2019,21
PYQ,Medicine,Medicine - INI CET JULY 2021,10
PYQ,Medicine,Medicine - INI CET MAY 2022,11
PYQ,Medicine,Medicine - INI CET NOV 2020,36
PYQ,Medicine,Medicine - INI CET NOV 2021,18
PYQ,Medicine,Medicine - NEET PG 2019,17
PYQ,Medicine,Medicine - NEET PG 2018,46
PYQ,Medicine,Medicine - NEET PG 2020,17
PYQ,Medicine,Medicine - NEET PG 2021,22
PYQ,Medicine,Medicine - NEET PG 2022,21
PYQ,Medicine,Medicine - INI CET MAY 2023,11
PYQ,Medicine,Medicine - AIIMS MAY 2018,23
PYQ,Medicine,Medicine - INI CET NOV 2023,20
PYQ,Medicine,Medicine - INICET MAY 2024,24
PYQ,Medicine,Medicine - NEET PG 2024,41
PYQ,Medicine,MEDICINE-(INICET NOV 2024),21
PYQ,Anesthesia,Anesthesia - NEET PG 2023,3
PYQ,Anesthesia,Anesthesia - NEET PG 2022,3
PYQ,Anesthesia,Anesthesia - NEET PG 2021,5
PYQ,Anesthesia,Anesthesia - NEET PG 2020,5
PYQ,Anesthesia,Anesthesia - NEET PG 2019,7
PYQ,Anesthesia,Anesthesia - NEET PG 2018,8
PYQ,Anesthesia,Anesthesia - INI CET NOV 2022 (PART A),2
PYQ,Anesthesia,Anesthesia - INI CET MAY 2023,3
PYQ,Anesthesia,Anesthesia - INI CET NOV 2022 (PART B),3
PYQ,Anesthesia,Anesthesia - INI CET MAY 2022,2
PYQ,Anesthesia,Anesthesia - INI CET NOV 2021,4
PYQ,Anesthesia,Anesthesia - INI CET JULY 2021,8
PYQ,Anesthesia,Anesthesia - INI CET NOV 2020,6
PYQ,Anesthesia,Anesthesia - AIIMS JUNE 2020,1
PYQ,Anesthesia,Anesthesia - AIIMS NOV 2019,12
PYQ,Anesthesia,Anesthesia - AIIMS MAY 2019,2
PYQ,Anesthesia,Anesthesia - AIIMS NOV 2018,2
PYQ,Anesthesia,Anesthesia - AIIMS MAY 2018,7
PYQ,Anesthesia,Anesthesia - INI CET NOV 2023,2
PYQ,Anesthesia,Anesthesia - INICET MAY 2024,6
PYQ,Anesthesia,Anesthesia - NEET PG 2024,14
PYQ,Anesthesia,ANAESTHESIA-(INICET NOV 2024),6
PYQ,OBG,OBG - INI CET MAY 2023,8
PYQ,OBG,OBG - AIIMS JUNE 2020,15
PYQ,OBG,OBG - AIIMS MAY 2018,26
PYQ,OBG,OBG - AIIMS MAY 2019,15
PYQ,OBG,OBG - AIIMS NOV 2018,11
PYQ,OBG,OBG - AIIMS NOV 2019,16
PYQ,OBG,OBG - INI CET JULY 2021,21
PYQ,OBG,OBG - INI CET MAY 2022,12
PYQ,OBG,OBG - INI CET NOV 2020,9
PYQ,OBG,OBG - INI CET NOV 2021,12
PYQ,OBG,OBG - NEET PG 2018,22
PYQ,OBG,OBG - NEET PG 2019,25
PYQ,OBG,OBG - NEET PG 2020,20
PYQ,OBG,OBG - NEET PG 2021,17
PYQ,OBG,OBG - NEET PG 2022,25
PYQ,OBG,OBG - INI CET NOV 2023,10
PYQ,OBG,OBG - NEET PG 2023,17
PYQ,OBG,OBG - AIIMS NOV 2019,9
PYQ,OBG,OBG - AIIMS JUNE 2020,20
PYQ,OBG,OBG - INI CET NOV 2020,7
PYQ,OBG,OBG - AIIMS NOV 2016,11
PYQ,OBG,OBG - INICET MAY 2024,14
PYQ,OBG,OBG - NEET PG 2024,45
PYQ,OBG,OBG-(INICET NOV 2024),16
PYQ,Psychiatry,Psychiatry - INI CET NOVEMBER 2022 (PART - A),7
PYQ,Psychiatry,Psychiatry - INI CET NOVEMBER 2022 (PART - B),3
PYQ,Psychiatry,Psychiatry - NEET PG 2023,4
PYQ,Psychiatry,Psychiatry - INI CET 2020,8
PYQ,Psychiatry,Psychiatry - AIIMS JUNE 2020,2
PYQ,Psychiatry,Psychiatry - AIIMS MAY 2018,5
PYQ,Psychiatry,Psychiatry - AIIMS MAY 2019,6
PYQ,Psychiatry,Psychiatry - AIIMS NOV 2018,7
PYQ,Psychiatry,Psychiatry - AIIMS NOV 2019,4
PYQ,Psychiatry,Psychiatry - INI CET JULY 2021,4
PYQ,Psychiatry,Psychiatry - INI CET MAY 2022,3
PYQ,Psychiatry,Psychiatry - INI CET NOV 2021,2
PYQ,Psychiatry,Psychiatry - NEET PG 2018,12
PYQ,Psychiatry,Psychiatry - NEET PG 2019,9
PYQ,Psychiatry,Psychiatry - NEET PG 2020,4
PYQ,Psychiatry,Psychiatry - NEET PG 2021,5
PYQ,Psychiatry,Psychiatry - NEET PG 2022,2
PYQ,Psychiatry,Psychiatry - INI CET MAY 2023,3
PYQ,Psychiatry,Psychiatry - INI CET NOV 2023,3
PYQ,Psychiatry,Psychiatry - INICET MAY 2024,6
PYQ,Psychiatry,Psychiatry - NEET PG 2024,10
PYQ,Psychiatry,PSYCHIATRY-(INICET NOV 2024),1
PYQ,ENT,ENT - INI CET NOVEMBER 2022 (PART A),11
PYQ,ENT,ENT - INI CET NOVEMBER 2022 (PART B),3
PYQ,ENT,ENT - NEET PG 2023,9
PYQ,ENT,ENT - AIIMS JUNE 2020,3
PYQ,ENT,ENT - AIIMS MAY 2018,5
PYQ,ENT,ENT - AIIMS MAY 2019,3
PYQ,ENT,ENT - AIIMS NOV 2018,2
PYQ,ENT,ENT - AIIMS NOV 2019,4
PYQ,ENT,ENT - INI CET JULY 2021,3
PYQ,ENT,ENT - INI CET MAY 2022,4
PYQ,ENT,ENT - INI CET NOV 2020,7
PYQ,ENT,ENT - INI CET NOV 2021,5
PYQ,ENT,ENT - NEET PG 2018,6
PYQ,ENT,ENT - NEET PG 2019,7
PYQ,ENT,ENT - NEET PG 2020,10
PYQ,ENT,ENT - NEET PG 2021,6
PYQ,ENT,ENT - NEET PG 2022,9
PYQ,ENT,ENT- INI CET MAY 2023,5
PYQ,ENT,ENT - INI CET NOV 2023,7
PYQ,ENT,ENT - INICET MAY 2024,6
PYQ,ENT,ENT - NEET PG 2024,13
PYQ,ENT,ENT-(INICET NOV 2024),8
Express Question Bank,ENT,Fractures Of Facial Bone & CSF Rhinorrhea,6
Express Question Bank,ENT,Otosclerosis,10
Express Question Bank,ENT,Treatment Of Otosclerosis & Stapedectomy,4
Express Question Bank,ENT,ASOM,15
Express Question Bank,ENT,Cholesteatoma & Tuberculosis Of Ear,6
Express Question Bank,ENT,CSOM,11
Express Question Bank,ENT,Extracranial Complications & Mastoiditis,10
Express Question Bank,ENT,Intracranial Complications,3
Express Question Bank,ENT,Serous Otitis Media (SOM),7
Express Question Bank,ENT,Laryngeal Carcinoma,10
Express Question Bank,ENT,Nasopharynx - Anatomy & Diseases,4
Express Question Bank,ENT,Granulomatous Diseases Of Nose,6
Express Question Bank,ENT,Vocal Cord Paralysis,2
Express Question Bank,ENT,Voice Disorders,10
Express Question Bank,ENT,Congenital Diseases Of Larynx - Laryngomalacia,7
Express Question Bank,ENT,Anatomy of Throat & Neck Spaces,4
Express Question Bank,ENT,Anatomy of Throat & Tonsils,5
Express Question Bank,ENT,Esophagoscopy & Foreign Body,8
Express Question Bank,ENT,Glomus Tumour,7
Express Question Bank,ENT,Instruments For Ear,11
Express Question Bank,ENT,Instruments For Nose & Throat,3
Express Question Bank,ENT,Laser In Ent & Photodynamic Therapy,3
Express Question Bank,ENT,Obstructive Sleep Apnea Syndrome,5
Express Question Bank,ENT,Recent Advances in ENT Surgeries & Therapies,5
Express Question Bank,ENT,Laryngectomy,6
Express Question Bank,ENT,Neck Dissections,4
Express Question Bank,ENT,Tracheostomy Tubes,6
Express Question Bank,ENT,Epistaxis & Deviated Nasal Septum,1
Express Question Bank,ENT,Anatomy Of Larynx (Part 1),6
Express Question Bank,ENT,Anatomy Of Larynx (Part 2),6
Express Question Bank,ENT,Audiometry,11
Express Question Bank,ENT,BERA & OAE,6
Express Question Bank,ENT,Electrocochleography & Cochlear Vs Retro-Cochlear,9
Express Question Bank,ENT,Tuning Fork Tests,17
Express Question Bank,ENT,Tympanometry,12
Express Question Bank,ENT,"Vestibular Function, Caloric Test & Fistula Tests",7
Express Question Bank,ENT,Chronic Laryngitis,4
Express Question Bank,ENT,Epiglottitis & Croup,7
Express Question Bank,ENT,Introduction & Examination of ENT,3
Express Question Bank,ENT,Assistive Devices For Hearing,6
Express Question Bank,ENT,Anatomy of Nose (Part 1),12
Express Question Bank,ENT,Anatomy of Nose (Part 2),5
Express Question Bank,ENT,Anatomy of Sinuses,10
Express Question Bank,ENT,Embryology of Nose & Sinuses,7
Express Question Bank,ENT,Physiology of Nose & Sinuses,5
Express Question Bank,ENT,Oral Cavity & Oropharynx,7
