section,subject,topic,question_count
Express Question Bank,ENT,Surgeries Of Otitis Media,6
Express Question Bank,ENT,Juvenile Nasopharyngeal Angiofibroma,5
Express Question Bank,ENT,Nasopharyngeal Carcinoma,5
Express Question Bank,ENT,Pharyngeal Tumours,9
Express Question Bank,ENT,Salivary Gland Tumours & Parotidectomy,7
Express Question Bank,ENT,Tumours Of Nose & Sinuses,10
Express Question Bank,ENT,Acoustic Neuroma & Vestibular Neuronitis,2
Express Question Bank,ENT,Diseases Of External Nose,22
Express Question Bank,ENT,Anatomy Of External Ear & Tympanic Membrane,26
Express Question Bank,ENT,Anatomy Of Middle Ear - (Medial & Posterior Walls),9
Express Question Bank,ENT,Anatomy Of Middle Ear (Anterior Wall),10
Express Question Bank,ENT,Embryology of Ear,7
Express Question Bank,ENT,Facial Nerve & Vestibulocochlear Nerve Anatomy,16
Express Question Bank,ENT,Inner Ear Anatomy & Physiology Of Hearing (Part 1),18
Express Question Bank,ENT,Inner Ear Anatomy & Physiology Of Hearing (Part 2),13
Express Question Bank,ENT,Mastoid Anatomy,5
Express Question Bank,ENT,Acute & Chronic Tonsillitis,4
Express Question Bank,ENT,Acute & Chronic Pharyngitis,4
Express Question Bank,ENT,Adenotonsillectomy,8
Express Question Bank,ENT,"Deaf Child, Tinnitus & Hyperbaric Oxygen Therapy",9
Express Question Bank,ENT,Hearing Loss Review & Tympanic Membrane Images,12
Express Question Bank,ENT,Neck Mass & Thyroid Swellings,9
Express Question Bank,ENT,Nasal Polyps,4
Express Question Bank,ENT,Facial Nerve Paralysis,6
Express Question Bank,ENT,Laryngeal Papilloma,3
Express Question Bank,ENT,"Vocal Nodules, Polyps & Laryngocele",5
Express Question Bank,ENT,"Allergic, Vasomotor & Atrophic Rhinitis",11
Express Question Bank,ENT,Complications Of Sinusitis,10
Express Question Bank,ENT,Infective Rhinosinusitis (Part 1) - Fungal Sinusitis,3
Express Question Bank,ENT,Surgeries For Rhinosinusitis,6
Express Question Bank,ENT,Disease Of External Ear,28
Express Question Bank,Biochemistry,General Biochemistry,10
Express Question Bank,Biochemistry,Electron Transport Chain,11
Express Question Bank,Biochemistry,Heme Protein & ODC,3
Express Question Bank,Biochemistry,Link Reaction & Tca Cycle,21
Express Question Bank,Biochemistry,Liver Function Test,5
Express Question Bank,Biochemistry,Bile Acid & Bile Salts,11
Express Question Bank,Biochemistry,Cholesterol Metabolism,21
Express Question Bank,Biochemistry,Classification & Sphingolipids,27
Express Question Bank,Biochemistry,Fatty Acid Classification & Lipases,12
Express Question Bank,Biochemistry,"Fatty Acid Oxidation (Alpha, Beta & Omega)",11
Express Question Bank,Biochemistry,Fatty Acid Synthesis,13
Express Question Bank,Biochemistry,Lipoproteins,20
Express Question Bank,Biochemistry,Sphingolipids & Sphingolipidoses,7
Express Question Bank,Biochemistry,Enzyme Classification,17
Express Question Bank,Biochemistry,Enzyme Kinetics,10
Express Question Bank,Biochemistry,Enzyme Regulation,16
Express Question Bank,Biochemistry,Isoenzymes,5
Express Question Bank,Biochemistry,Carb-Tests,7
Express Question Bank,Biochemistry,Di & Mono-Saccharide Metabolism,13
Express Question Bank,Biochemistry,Gluconeogenesis,14
Express Question Bank,Biochemistry,Glucose Transporters,8
Express Question Bank,Biochemistry,Glycogen Metabolism,21
Express Question Bank,Biochemistry,Glycolysis,18
Express Question Bank,Biochemistry,HMP & Uronic Acid Pathway,14
Express Question Bank,Biochemistry,Miscellaneous,15
Express Question Bank,Biochemistry,Structure & Classification,20
Express Question Bank,Biochemistry,Cellular Organelles,10
Express Question Bank,Biochemistry,Peroxisomes & Related Disorder,5
Express Question Bank,Biochemistry,Heme Degradation & Jaundice,4
Express Question Bank,Biochemistry,Heme Synthesis & Porphyrias,9
Express Question Bank,Biochemistry,Aliphatic Amino Acids & Properties,29
Express Question Bank,Biochemistry,Amino Acid Metabolism & Urea Cycle,11
Express Question Bank,Biochemistry,Aromatic Amino Acid & Properties,28
Express Question Bank,Biochemistry,"Extra Cellular Matrix Proteins - Collagen, Fibrillin & Keratin",11
Express Question Bank,Biochemistry,General Concepts,12
Express Question Bank,Biochemistry,Other Amino Acids & Related Disorders,12
Express Question Bank,Biochemistry,Post Translational Modification & Protein Structure,10
Express Question Bank,Biochemistry,Fat Soluble Vitamins,37
Express Question Bank,Biochemistry,General Concept & Water Soluble Vitamins,53
Express Question Bank,Biochemistry,Dna Damage & Its Repair,8
Express Question Bank,Biochemistry,"DNA Organisation, Nucleic Acid & DNA Structure",7
Express Question Bank,Biochemistry,Gene Regulation & Lacoperon,7
Express Question Bank,Biochemistry,Gene Regulation & Technique Of Genetic Analysis,19
Express Question Bank,Biochemistry,Genetic Code & Translation,7
Express Question Bank,Biochemistry,Purine & Pyrimidine Metabolism,12
Express Question Bank,Biochemistry,Replication,7
Express Question Bank,Biochemistry,RNA & It's Type,9
Express Question Bank,Ophthalmology,Cataract,15
Express Question Bank,Ophthalmology,Complications,4
Express Question Bank,Ophthalmology,Cortex Maturation,3
Express Question Bank,Ophthalmology,Lens Abnormalities,4
Express Question Bank,Ophthalmology,Other Cataract,3
Express Question Bank,Ophthalmology,Treatment,12
Express Question Bank,Ophthalmology,Sclera,6
Express Question Bank,Ophthalmology,Anisocoria,4
Express Question Bank,Ophthalmology,Neuro Ophthalmology - Introduction,4
Express Question Bank,Ophthalmology,One & Half Syndrome,3
Express Question Bank,Ophthalmology,Optic Neuritis,7
Express Question Bank,Ophthalmology,Pupillary Reflexes,7
Express Question Bank,Ophthalmology,Visual Pathway & Junctional Scotoma,10
Express Question Bank,Ophthalmology,Neuro Ophthalmology - Miscellaneous,3
Express Question Bank,Ophthalmology,Anatomy - Anatomy & Physiology,8
Express Question Bank,Ophthalmology,Visual Acuity,6
Express Question Bank,Ophthalmology,Astigmatism & Accommodation,7
Express Question Bank,Ophthalmology,Calculation of Refractive Error,4
Express Question Bank,Ophthalmology,Retinoscopy,9
Express Question Bank,Ophthalmology,Spherical Errors,6
Express Question Bank,Ophthalmology,Sturm’s Conoid,4
Express Question Bank,Ophthalmology,Refractive Surgery,8
Express Question Bank,Ophthalmology,Angle Kappa & High Myopia,4
Express Question Bank,Ophthalmology,Lacrimal Apparatus,22
Express Question Bank,Ophthalmology,Allergic Conjunctivitis,11
Express Question Bank,Ophthalmology,Conjunctival Degenerations,13
Express Question Bank,Ophthalmology,Conjunctivitis,20
Express Question Bank,Ophthalmology,Conjunctiva - Introduction,3
Express Question Bank,Ophthalmology,Ectropion & Entropion,9
Express Question Bank,Ophthalmology,Infections,16
Express Question Bank,Ophthalmology,Ptosis,9
Express Question Bank,Ophthalmology,Binocular Single Vision,9
Express Question Bank,Ophthalmology,Evaluation Of Comitant Squint,5
Express Question Bank,Ophthalmology,Isolated Nerve Palsy & Gaze Palsy,8
Express Question Bank,Ophthalmology,Latent Squint,5
Express Question Bank,Ophthalmology,Nystagmus,4
Express Question Bank,Ophthalmology,Orientation of Extra Ocular Muscles,4
Express Question Bank,Ophthalmology,Park Test,4
Express Question Bank,Ophthalmology,Physiology of Squints,7
Express Question Bank,Ophthalmology,Squint - Miscellaneous,3
Express Question Bank,Ophthalmology,Corneal Dystrophies,4
Express Question Bank,Ophthalmology,Cornea - Introduction,9
Express Question Bank,Ophthalmology,Non Infective Keratitis,3
Express Question Bank,Ophthalmology,"Bacterial, Fungal & Viral Corneal Ulcer",11
Express Question Bank,Ophthalmology,Anterior Uveitis,9
Express Question Bank,Ophthalmology,Uveitis in Systemic Diseases,5
Express Question Bank,Ophthalmology,Uveal Tract - Miscellaneous,6
Express Question Bank,Ophthalmology,Miscellaneous,15
Express Question Bank,Ophthalmology,ARMD,3
Express Question Bank,Ophthalmology,CRAO & CRVO,4
Express Question Bank,Ophthalmology,CSR & CME,3
Express Question Bank,Ophthalmology,Diabetic Retinopathy,3
Express Question Bank,Ophthalmology,Retina - Introduction,3
Express Question Bank,Ophthalmology,Macular Pathologies,3
Express Question Bank,Ophthalmology,Retinal Detachment,3
Express Question Bank,Ophthalmology,Retina - Miscellaneous,8
Express Question Bank,Ophthalmology,Blowout Fracture,3
Express Question Bank,Ophthalmology,Diseases Of Orbit,4
Express Question Bank,Ophthalmology,Orbital Cellulitis,6
Express Question Bank,Ophthalmology,Proptosis,6
Express Question Bank,Ophthalmology,Tumours,14
Express Question Bank,Ophthalmology,Acute Congestive Glaucoma,3
Express Question Bank,Ophthalmology,Anti Glaucoma Drugs,6
Express Question Bank,Ophthalmology,Congenital Glaucoma,2
Express Question Bank,Ophthalmology,PACG,4
Express Question Bank,Ophthalmology,POAG,6
Express Question Bank,Ophthalmology,Secondary Developmental Glaucoma,4
Express Question Bank,Ophthalmology,Secondary Glaucoma,8
Express Question Bank,Ophthalmology,Tonometry,7
Express Question Bank,Ophthalmology,Treatment of POAG,4
Express Question Bank,Ophthalmology,Visual Field Defects,3
Express Question Bank,Ophthalmology,Glaucoma - Miscellaneous,5
Express Question Bank,Ophthalmology,Community Ophthalmology,6
Express Question Bank,Ophthalmology,NPCB,4
Express Question Bank,Ophthalmology,Vision 2020,5
Express Question Bank,Ophthalmology,Intraocular Tumors,5
Express Question Bank,Ophthalmology,Blunt Trauma,5
Express Question Bank,Orthopaedics,Instruments & Implants In Ortho,3
Express Question Bank,Orthopaedics,Splints & Tractions In Ortho,10
Express Question Bank,Orthopaedics,Basics Of Bone Tumors,10
Express Question Bank,Orthopaedics,Benign Aggressive Tumors,10
Express Question Bank,Orthopaedics,Benign Lesions Of Bone,6
Express Question Bank,Orthopaedics,Malignant Tumors,20
Express Question Bank,Orthopaedics,Skeletal Dysplasia,4
Express Question Bank,Orthopaedics,Basics Of Metabolic Disorders,9
Express Question Bank,Orthopaedics,Osteoporosis,7
Express Question Bank,Orthopaedics,Paget & Osteopetrosis,6
Express Question Bank,Orthopaedics,Rickets & Osteomalacia,3
Express Question Bank,Orthopaedics,Scurvy & Osteogenesis Imperfecta,2
Express Question Bank,Orthopaedics,Amputations,2
Express Question Bank,Orthopaedics,Anatomy & Physiology Of Bone,35
Express Question Bank,Orthopaedics,Complication In Orthopaedics,22
Express Question Bank,Orthopaedics,Infective Arthritis & Other Infections,5
Express Question Bank,Orthopaedics,Osteomyelitis,13
Express Question Bank,Orthopaedics,TB Osteomyelitis,14
Express Question Bank,Orthopaedics,Joint Disorders,13
Express Question Bank,Orthopaedics,Basics Of Trauma General Considerations,13
Express Question Bank,Orthopaedics,Eponym’s of Fractures,5
Express Question Bank,Orthopaedics,Lower Limb (Dislocation Of Hip & Fracture Nof),24
Express Question Bank,Orthopaedics,Lower Limb (Other Fracture Till Toes),10
Express Question Bank,Orthopaedics,Lower Limb (Trendelenburg & Pelvic Fracture),4
Express Question Bank,Orthopaedics,Spine & Regional Conditions,14
Express Question Bank,Orthopaedics,Sports Injury,8
Express Question Bank,Orthopaedics,Upper Limb (Clavicle & Shoulder Dislocation),8
Express Question Bank,Orthopaedics,Upper Limb (Fracture SC Humerus Till Fingers),11
Express Question Bank,Orthopaedics,Soft Tissue Conditions,7
Express Question Bank,Orthopaedics,Basic Terminology & Coxa Vara,3
Express Question Bank,Orthopaedics,CDH & Blounts Disease,3
Express Question Bank,Orthopaedics,CTEV & Achondroplasia,2
Express Question Bank,Orthopaedics,Perthe’S Disease & SCFE,6
Express Question Bank,Orthopaedics,Basic Peripheral Nerve Injuries,11
Express Question Bank,Orthopaedics,Entrapment Neuropathies,5
Express Question Bank,Orthopaedics,Specific Nerve Injuries,10
Express Question Bank,Radiology,Neuro Radiology,16
Express Question Bank,Radiology,Genitourinary Radiology,17
Express Question Bank,Radiology,Mammography,10
Express Question Bank,Radiology,Nuclear Scans,7
Express Question Bank,Radiology,Musculoskeletal Radiology,9
Express Question Bank,Radiology,Obstetric Imaging,5
Express Question Bank,Radiology,Radiation Hazards & Protection,6
Express Question Bank,Radiology,Thoracic & Cardiovascular Radiology,38
Express Question Bank,Radiology,CT VS MRI & MRI Sequences,13
Express Question Bank,Radiology,Basics Of Investigations,12
Express Question Bank,Radiology,Abdominal Radiology,8
Express Question Bank,Radiology,MRI,9
Express Question Bank,Radiology,Iodinated Contrast Agents,9
Express Question Bank,Radiology,MRI & USG Contrast Agents,4
Express Question Bank,Radiology,Radio Therapy,5
Express Question Bank,Radiology,Basics Of Radiography,11
Express Question Bank,Radiology,Face & PNS Imaging,5
Express Question Bank,Radiology,Spine Imaging,3
Express Question Bank,Radiology,Ultrasonography (Part 1),16
Express Question Bank,Radiology,Ultrasonography (Part 2),9
Express Question Bank,Radiology,Understanding Anatomy on Radiological Images,2
Express Question Bank,Radiology,CT Scan (Part 1),14
Express Question Bank,Radiology,CT Scan (Part 2),3
Express Question Bank,Forensic Medicine,Consent & Euthanasia,6
Express Question Bank,Forensic Medicine,Defenses Against Negligence,6
Express Question Bank,Forensic Medicine,Important Concepts Related To Medical Negligence,5
Express Question Bank,Forensic Medicine,Infamous Conduct,5
Express Question Bank,Forensic Medicine,Forensic Psychiatry,19
Express Question Bank,Forensic Medicine,Definitions,16
Express Question Bank,Forensic Medicine,Live Birth,6
Express Question Bank,Forensic Medicine,"Syndromes - Battered Baby, Munchausen & Sids",8
Express Question Bank,Forensic Medicine,Agriculture Poisons,15
Express Question Bank,Forensic Medicine,Alcohol,9
Express Question Bank,Forensic Medicine,Asphyxiants,5
Express Question Bank,Forensic Medicine,Barbiturates & Chloral Hydrate,3
Express Question Bank,Forensic Medicine,Cardiac Poisons & Aconite,3
Express Question Bank,Forensic Medicine,Corrosives,10
Express Question Bank,Forensic Medicine,Deliriant Poisons,7
Express Question Bank,Forensic Medicine,Drug Dependence & Abuse,3
Express Question Bank,Forensic Medicine,Food Poisoning,5
Express Question Bank,Forensic Medicine,General Principles Of Toxicology,9
Express Question Bank,Forensic Medicine,Heavy Metal Poisons,27
Express Question Bank,Forensic Medicine,Phosphorous,4
Express Question Bank,Forensic Medicine,Snakes,5
Express Question Bank,Forensic Medicine,Spinal Poisons,3
Express Question Bank,Forensic Medicine,Vegetable Poisons,6
Express Question Bank,Forensic Medicine,Abrasions,11
Express Question Bank,Forensic Medicine,Contusions,9
Express Question Bank,Forensic Medicine,Lacerations & Incised Wounds,9
Express Question Bank,Forensic Medicine,Stab Wounds,6
Express Question Bank,Forensic Medicine,Blood & Seminal Stains,16
Express Question Bank,Forensic Medicine,Impotence & Sterility,3
Express Question Bank,Forensic Medicine,Age,14
Express Question Bank,Forensic Medicine,Finger Printing,7
Express Question Bank,Forensic Medicine,Hair & Other Methods Of Identification,5
Express Question Bank,Forensic Medicine,Medico-Legal Importance Of Age Groups,6
Express Question Bank,Forensic Medicine,Race,4
Express Question Bank,Forensic Medicine,Sex,5
Express Question Bank,Forensic Medicine,Stature,3
Express Question Bank,Forensic Medicine,Courts Of Law,3
Express Question Bank,Forensic Medicine,Definitions & Inquest,13
Express Question Bank,Forensic Medicine,Evidence,4
Express Question Bank,Forensic Medicine,Witness,2
Express Question Bank,Forensic Medicine,Classification Of Sexual Offences & Rape,10
Express Question Bank,Forensic Medicine,Unnatural Sexual Offences & Perversions,11
Express Question Bank,Forensic Medicine,Explosion Injuries,3
Express Question Bank,Forensic Medicine,Burns,4
Express Question Bank,Forensic Medicine,Electrical Injuries,6
Express Question Bank,Forensic Medicine,Injuries Due To Cold & Heat,18
Express Question Bank,Forensic Medicine,Lightning Injuries & Scalds,2
Express Question Bank,Forensic Medicine,"Adipocere, Mummification & Embalming",21
Express Question Bank,Forensic Medicine,Algor Mortis,8
Express Question Bank,Forensic Medicine,Classification Of Postmortem Changes,16
Express Question Bank,Forensic Medicine,Death & It's Types,13
Express Question Bank,Forensic Medicine,Decomposition,16
Express Question Bank,Forensic Medicine,Eye Changes After Death,9
Express Question Bank,Forensic Medicine,Muscular Charges,7
Express Question Bank,Forensic Medicine,Post Mortem Hypostasis,10
Express Question Bank,Forensic Medicine,Time Since Death & Legal Aspects,8
Express Question Bank,Forensic Medicine,Age Estimation By X-Ray Examination,11
Express Question Bank,Forensic Medicine,Lie Detectors,3
Express Question Bank,Forensic Medicine,Medico - Legal Autopsy,6
Express Question Bank,Forensic Medicine,Virginity & Pregnancy,7
Express Question Bank,Forensic Medicine,Introduction To Ballistics & Firearms,11
Express Question Bank,Forensic Medicine,Investigations Of Firearms,3
Express Question Bank,Forensic Medicine,Rifled Gun & It's Injuries,8
Express Question Bank,Forensic Medicine,Shotgun & It's Injuries,6
Express Question Bank,Forensic Medicine,Counter Coup Lesions & Concussion,3
Express Question Bank,Forensic Medicine,Intracranical Haemorrhages,8
Express Question Bank,Forensic Medicine,Skull Fractures,12
Express Question Bank,Forensic Medicine,Traffic Accident Injuries,5
Express Question Bank,Forensic Medicine,"Vertebral column, Heart & Abdomen",4
Express Question Bank,Forensic Medicine,Drowning,10
Express Question Bank,Forensic Medicine,Hanging,7
Express Question Bank,Forensic Medicine,Ligature Strangulation & Throttling,7
Express Question Bank,Forensic Medicine,Other Forms Of Asphyxia,6
Express Question Bank,Forensic Medicine,Medico-Legal Aspects Of Injuries,5
Express Question Bank,Anesthesia,Preoperative Assessment,8
Express Question Bank,Anesthesia,Complications Of GA,30
Express Question Bank,Anesthesia,Central Neuraxial Blocks - Contraindications,16
Express Question Bank,Anesthesia,Local Anesthetics,8
Express Question Bank,Anesthesia,Peripheral Nerve Blocks,7
Express Question Bank,Anesthesia,Central Neuraxial Blocks - Spinal Anesthesia & Epidural Anesthesia,4
Express Question Bank,Anesthesia,Anesthesia For Co-Existing Diseases,8
Express Question Bank,Anesthesia,General Principles & Individual Agents,16
Express Question Bank,Anesthesia,Reversal of Block,8
Express Question Bank,Anesthesia,CNS & CVS Monitoring,7
Express Question Bank,Anesthesia,"Respiratory, Temperature & Neuromuscular Monitoring",4
Express Question Bank,Anesthesia,General Principles,8
Express Question Bank,Anesthesia,Individual Agents,8
Express Question Bank,Anesthesia,Barbiturates,8
Express Question Bank,Anesthesia,Non- Barbiturates,8
Express Question Bank,Anesthesia,"MCQ's On Pac, Monitoring & Fluids",3
Express Question Bank,Anesthesia,Anesthesia Machine,3
Express Question Bank,Anesthesia,Closed Circuit,4
Express Question Bank,Anesthesia,Cylinders,6
Express Question Bank,Anesthesia,Semi Closed Circuits,4
Express Question Bank,Anesthesia,Advance Cardiac Life Support,11
Express Question Bank,Anesthesia,Basic Life Support,10
Express Question Bank,Anesthesia,Infraglottic Devices,15
Express Question Bank,Anesthesia,Other Devices,3
Express Question Bank,Anesthesia,Supraglottic Devices,6
Express Question Bank,Anesthesia,Intraoperative Fluids,4
Express Question Bank,Anesthesia,"Laparoscopy, Day Care & Pain Management",5
Express Question Bank,Anesthesia,"Neurosurgery, Obstetrics & Pediatric Anesthesia",9
Express Question Bank,Anesthesia,"Ocular, Ent, Ortho & High - Altitude Anesthesia",6
Express Question Bank,Anesthesia,Mechanical Ventilation,12
Express Question Bank,Anesthesia,"NIV, ARDS, Shock & Nutritional Support",5
Express Question Bank,Psychiatry,Adhd & Disruptive Behaviour Disorders,10
Express Question Bank,Psychiatry,Autism Spectrum Disorder,6
Express Question Bank,Psychiatry,Intellectual Disability & Other Childhood Disorders,6
Express Question Bank,Psychiatry,Eating Disorders,13
Express Question Bank,Psychiatry,Defense Mechanisms,18
Express Question Bank,Psychiatry,Psychoanalysis,8
Express Question Bank,Psychiatry,Neuropsychological Tests & Theory of learning,4
Express Question Bank,Psychiatry,Sexual Disorders,12
Express Question Bank,Psychiatry,Higher Mental Functions,4
Express Question Bank,Psychiatry,Perception,12
Express Question Bank,Psychiatry,Thought,17
Express Question Bank,Psychiatry,History & MSE - Affect,4
Express Question Bank,Psychiatry,Personality Disorders,18
Express Question Bank,Psychiatry,Other Psychotic Disorders,7
Express Question Bank,Psychiatry,Symptoms Of Schizophrenia,8
Express Question Bank,Psychiatry,Clozapine (Story Mnemonic) & Treatment Of Schizophrenia,13
Express Question Bank,Psychiatry,"Diagnosis, Type, History Prognosis & Etiology",8
Express Question Bank,Psychiatry,Substance & Related Disorders,36
Express Question Bank,Psychiatry,Somatic Therapies,4
Express Question Bank,Psychiatry,Sleep & Related Disorders,12
Express Question Bank,Psychiatry,Organic Mental Disorders,32
Express Question Bank,Psychiatry,Depression & Treatment of Depression,8
Express Question Bank,Psychiatry,Bipolar Affective Disorder & Lithium Memory Map,3
Express Question Bank,Psychiatry,Neurotic Stress Related & Somatoform Disorders,7
Express Question Bank,Dermatology,Hyperpigmentary Disorders,8
Express Question Bank,Dermatology,Hypopigmenatry Disorders,6
Express Question Bank,Dermatology,Genodermatoses,11
Express Question Bank,Dermatology,Urticaria & Angioedema,8
Express Question Bank,Dermatology,Sexually Transmitted Diseases,10
Express Question Bank,Dermatology,Parasitic Infestations,3
Express Question Bank,Dermatology,Vesiculobullous Disorders,19
Express Question Bank,Dermatology,Adverse Cutaneous Drug Reactions,10
Express Question Bank,Dermatology,Lichen Planus,12
Express Question Bank,Dermatology,Bacterial Infections,22
Express Question Bank,Dermatology,Bedside Tests,4
Express Question Bank,Dermatology,Skin Lesions,10
Express Question Bank,Dermatology,Skin Structure,20
Express Question Bank,Dermatology,Nail Disorders,11
Express Question Bank,Dermatology,Leprosy,17
Express Question Bank,Dermatology,Skin Tumors,8
Express Question Bank,Dermatology,Pediatric Dermatoses,7
Express Question Bank,Dermatology,Cutaneous Fungal Infections,17
Express Question Bank,Dermatology,Eczema,13
Express Question Bank,Dermatology,Hair Disorders,23
Express Question Bank,Dermatology,Psoriasis,42
Express Question Bank,Dermatology,Systemic Diseases & Skin,26
Express Question Bank,Dermatology,Disorders Of Glands,7
Express Question Bank,Dermatology,Connective Tissue Disorders,5
Express Question Bank,Dermatology,Cutaneous Tuberculosis,5
Express Question Bank,PSM,Recent Program Images,14
Express Question Bank,PSM,"Flea, Mite, Tick, Louse & Mosquitoes (Eggs & Larvae)",12
Express Question Bank,PSM,Typhus Group of Fevers,3
Express Question Bank,PSM,Air Pollution & Sound Pollution,10
Express Question Bank,PSM,"Faecal Contamination Of Water, Hardness Of Water & Water Filters",12
Express Question Bank,PSM,Fluoride & Chlorination of Water,4
Express Question Bank,PSM,"Health Communication, Maternal & Child Health",15
Express Question Bank,PSM,Disaster Management,8
Express Question Bank,PSM,Health Planning & Management,9
Express Question Bank,PSM,Demographic Cycle,9
Express Question Bank,PSM,Demographic Dividend & Cycle,3
Express Question Bank,PSM,Demographic Indicators,16
Express Question Bank,PSM,Injectable Contraceptives & POP,7
Express Question Bank,PSM,"IUCD (Generation 1st ,2nd & 3rd) & Sterilization Technique",9
Express Question Bank,PSM,Methods Of Contraception & Emergency Contraception,8
Express Question Bank,PSM,OCPS & It's Contraindications & Advantages,6
Express Question Bank,PSM,Occupational Health,13
Express Question Bank,PSM,"Numerical On Sensitivity, Specificity PPV & NPV",7
Express Question Bank,PSM,R.O.C Curve & Sensitivity & Specificity Curves,11
Express Question Bank,PSM,Screening Test Stats,4
Express Question Bank,PSM,Test in Series & Test in Parallel,3
Express Question Bank,PSM,Vaccination,12
Express Question Bank,PSM,Anganwadi,5
Express Question Bank,PSM,"Dengue, Chikungunya & Kala-Azar",5
Express Question Bank,PSM,Eye Health Program,4
Express Question Bank,PSM,Filariasis & JE,5
Express Question Bank,PSM,JSSY & RMNCHA,7
Express Question Bank,PSM,Malaria Control Strategy,5
Express Question Bank,PSM,Malaria Indicator & Treatment,6
Express Question Bank,PSM,NACO,5
Express Question Bank,PSM,Post Exposure Prophylaxis for HIV & PPTCT,5
Express Question Bank,PSM,School Health Program & Leprosy Program,3
Express Question Bank,PSM,National TB Elimination Program,9
Express Question Bank,PSM,"Biases In RCT, Internal & External Validity",5
Express Question Bank,PSM,"Biases (Part 2) (Selection Biases, Attrition & Hawthorn Biases)",7
Express Question Bank,PSM,Case Control Study,6
Express Question Bank,PSM,Cohort Study,6
Express Question Bank,PSM,Different Types of Bias & Selection Bias,3
Express Question Bank,PSM,"Ecological Study, Confounder & Effect Modifier",5
Express Question Bank,PSM,Errors & Advantages in Cohort Studies,4
Express Question Bank,PSM,Evidence Based Medicine & Epidemiological Studies,9
Express Question Bank,PSM,Meta - Analysis & Systematic Review,5
Express Question Bank,PSM,"Questions on RR,AR & PAR & Case control study",11
Express Question Bank,PSM,Retrospective Cohort & Mixed Cohort,10
Express Question Bank,PSM,Health Committees Of India,13
Express Question Bank,PSM,Adulteration of Food,6
Express Question Bank,PSM,"Protein, Fat & Vitamin",21
Express Question Bank,PSM,Recent Changes In Indian Dietary Guidelines & Vital Stats,5
Express Question Bank,PSM,"Communicable Diseases (Mumps, Diphtheria & Pertussis)",22
Express Question Bank,PSM,Indicators Of Obesity & Malnutrition,6
Express Question Bank,PSM,Measles & Rubella,9
Express Question Bank,PSM,Method To Remember Incubation Period & Period Of Communicability Of All Diseases,18
Express Question Bank,PSM,NCD Programs,9
Express Question Bank,PSM,"Secondary Attack Rate, Influenza & Chickenpox",10
Express Question Bank,PSM,ASHA,15
Express Question Bank,PSM,Sub-centre & Primary Health Centre,9
Express Question Bank,PSM,Bio Medical Waste Management,20
Express Question Bank,PSM,Confidence & Power Of Study,4
Express Question Bank,PSM,Continuous Data Representation Method,10
Express Question Bank,PSM,"Easy Concepts Of Null Hypothesis, P Value, Alpha & Beta Error",9
Express Question Bank,PSM,Measures of Central Tendency,9
Express Question Bank,PSM,Quantitative & Qualitative Variable & Parametric & Nonparametric Test,12
Express Question Bank,PSM,Random & Non Random Sampling Techniques,10
Express Question Bank,PSM,Skewness Of Curve,5
Express Question Bank,PSM,"Standard Normal Curve, Coefficient Of Variance & Z Score",10
Express Question Bank,PSM,"Variance, SD & SE",11
Express Question Bank,PSM,Direct & Indirect Standardization,3
Express Question Bank,PSM,HDI & PQLI,6
Express Question Bank,PSM,"Length Time Bias, Lead Time Bias & Kaplan - Meier Plot",4
Express Question Bank,PSM,Morbidity Indicators,8
Express Question Bank,PSM,Mortality Indicators,7
Express Question Bank,PSM,"Point Source, Continuous & Propagated Epidemic",3
Express Question Bank,PSM,"Secular, Cyclical & Seasonal Trial, Endemic, Epidemic & Pandemic",6
Express Question Bank,PSM,"Serial Interval, Generation Time & Median Incubation Period",4
Express Question Bank,PSM,Tracking Phenomenon & Epidemiological Triad & Triangle,4
Express Question Bank,PSM,Types of Epidemics & Their Investigation,2
Express Question Bank,PSM,International Health,13
Express Question Bank,Pediatrics,Leukemia,4
Express Question Bank,Pediatrics,"Neuroblastoma, LCH & Retinoblastoma",2
Express Question Bank,Pediatrics,"Transient Myeloproliferative Disorder & Lymphoma(Hl, NHL)",2
Express Question Bank,Pediatrics,Growth & Puberty,8
Express Question Bank,Pediatrics,Growth Assessment,12
Express Question Bank,Pediatrics,"Milestones, Breast Milk & Behavioral Disorders",7
Express Question Bank,Pediatrics,Short Stature,4
Express Question Bank,Pediatrics,Esophageal Disorders & Foreign Body Ingestion,5
Express Question Bank,Pediatrics,Hypertrophic Pyloric Stenosis & Hirschsprung Disease,3
Express Question Bank,Pediatrics,"IBD, Diarrhea & Dehydration Management",6
Express Question Bank,Pediatrics,"Malabsorption, Celiac Disease & Liver Disorders",6
Express Question Bank,Pediatrics,Acyanotic CHD,4
Express Question Bank,Pediatrics,Classification Of Congenital Heart Diseases,16
Express Question Bank,Pediatrics,Cyanotic CHD,9
Express Question Bank,Pediatrics,Fetal Circulation,5
Express Question Bank,Pediatrics,"Rheumatic Fever, RHD & Heart Failure",4
Express Question Bank,Pediatrics,Disorders Of Carbohydrate Metabolism,4
Express Question Bank,Pediatrics,Disorders Of Protein Metabolism,9
Express Question Bank,Pediatrics,"Lysosomal Storage Disorders, Peroxisomal Disorders & Leukodystrophy",10
Express Question Bank,Pediatrics,Bacterial Infections,13
Express Question Bank,Pediatrics,Congenital Infections & Covid19,9
Express Question Bank,Pediatrics,Viral Infections,28
